"route_id","lon","lat","split","wc2.1_10m_bio_2","wc2.1_10m_bio_3","wc2.1_10m_bio_5","wc2.1_10m_bio_8","wc2.1_10m_bio_9","wc2.1_10m_bio_13","wc2.1_10m_bio_15","wc2.1_10m_bio_18","y"
"6341498",-106.1915747,37.0593545,"evaluation_excluded",16.6471252441406,40.8307991027832,24.1509990692139,13.5471668243408,6.40033340454102,76,27.934850692749,169,0
"6341499",-105.927905,37.6909727,"evaluation_excluded",19.1520214080811,42.3228034973145,27.1585006713867,15.9158744812012,-6.40008354187012,46,61.8076210021973,101,0
"6341501",-102.2766499,37.1640087,"evaluation_excluded",16.6043949127197,39.8308753967285,34.234748840332,22.0186252593994,1.57454168796539,67,64.9630737304688,182,0
"6341503",-108.5596319,40.2777657,"training",17.4167709350586,37.4576377868652,31.7894992828369,14.8797912597656,-5.72145843505859,32,22.0316619873047,77,0
"6341505",-107.8616029,40.6681037,"training",14.9811458587646,35.9096488952637,29.2077503204346,9.47283267974854,-4.01912498474121,34,14.1978149414062,88,0
"6341506",-106.9331855,40.6746076,"training",15.0992708206177,40.7840385437012,23.7014999389648,1.43920838832855,-6.80016660690308,58,9.12943363189697,137,0
"6341508",-105.4284449,40.5692247,"training",14.1598329544067,42.6276321411133,22.951000213623,11.1684999465942,-3.1303334236145,59,39.3997344970703,160,0
"6341510",-103.7997669,40.3492697,"training",16.8597507476807,38.6396827697754,32.6949996948242,19.1865825653076,-1.92916667461395,65,73.037956237793,160,0
"6341511",-102.3257889,40.9679121,"training",15.7241249084473,37.1970558166504,31.8424987792969,19.3909587860107,-1.9604583978653,84,72.8226699829102,188,0
"6341513",-107.3678337,39.0799673,"training",17.8249378204346,42.0426712036133,26.0377502441406,14.4720830917358,-6.90020847320557,40,19.4884071350098,102,0
"6344028",-104.3773535,39.7238537,"evaluation_excluded",16.1328754425049,39.6037254333496,31.2425003051758,18.2771244049072,-1.11316668987274,65,58.3372993469238,152,0
"6341515",-102.1105579,39.1718637,"evaluation_excluded",15.8063745498657,38.2054901123047,32.150749206543,19.7107086181641,-0.690083265304565,81,68.0037078857422,183,0
"6341516",-108.4608309,38.0687767,"training",16.2623329162598,39.8059768676758,29.431999206543,18.0439586639404,11.4630002975464,47,26.1162452697754,114,0
"6341517",-106.1069649,38.4480577,"evaluation_excluded",16.0283966064453,41.285026550293,22.4872493743896,12.1827077865601,-7.5801248550415,62,38.3072128295898,147,0
"6341518",-105.7794649,38.6441327,"evaluation_excluded",16.4548740386963,42.6253433227539,22.7312507629395,12.3267498016357,-6.879958152771,66,49.4902648925781,162,0
"6341519",-104.4588733,38.5495769,"testing",17.2566661834717,41.1608047485352,32.180248260498,21.9006252288818,-0.39745831489563,57,65.6566009521484,154,0
"6341520",-102.2107619,38.2460697,"evaluation_excluded",17.619291305542,39.9116363525391,33.8297500610352,20.896125793457,-0.600000083446503,64,69.9448318481445,180,0
"6341521",-108.7610769,37.8399527,"training",15.5444164276123,39.0053596496582,29.8665008544922,14.8178329467773,12.0939998626709,43,27.5441570281982,99,0
"6341522",-106.6533167,37.6490053,"evaluation_excluded",15.3645620346069,41.5575752258301,20.2329998016357,10.767707824707,3.66191673278809,84,23.7969608306885,191,0
"6341523",-103.8764488,37.95117,"testing",18.8691864013672,42.0015296936035,35.0480003356934,24.0392074584961,0.215625211596489,49,60.0803642272949,127,0
"6344038",-102.8682559,37.2067937,"testing",17.1648330688477,42.045166015625,32.4992485046387,20.2227916717529,0.957083404064178,70,63.1966247558594,181,0
"6341524",-108.7539818,40.2044442,"training",16.8016452789307,37.3589897155762,31.4077491760254,14.9282083511353,-5.1627082824707,32,22.6978492736816,78,0
"6341525",-107.8736167,40.0522652,"training",17.3526039123535,40.7068176269531,28.513500213623,4.78754186630249,-5.5636248588562,42,14.0050849914551,109,0
"6341528",-107.6922689,39.7578337,"training",16.4681243896484,41.5853881835938,24.8239994049072,13.8169584274292,-6.42295837402344,44,14.4513301849365,118,0
"6341530",-105.5238079,39.8235192,"evaluation_excluded",14.9570417404175,44.1640586853027,22.2544994354248,12.7391662597656,-4.26266670227051,58,24.0624217987061,160,0
"6341531",-104.7380455,38.9999639,"evaluation_excluded",16.2505836486816,42.0637245178223,28.4860000610352,18.7693748474121,-1.28066658973694,71,63.7609481811523,193,0
"6341532",-108.5366804,38.2700861,"training",16.4407711029053,39.2207984924316,32.4347496032715,16.6477909088135,-0.946291744709015,37,28.0589981079102,85,0
"6341533",-107.7416909,38.1738367,"training",17.2773132324219,41.6953735351562,28.8495006561279,17.1617908477783,-3.67837500572205,46,26.629280090332,111,0
"6341534",-106.8645557,38.0540197,"evaluation_excluded",16.5507507324219,42.2584953308105,19.6752490997314,9.72041606903076,2.20687508583069,78,22.4009914398193,185,0
"6341536",-108.4743579,37.4432477,"training",15.7212085723877,39.7592582702637,29.2737503051758,14.5044164657593,11.6298332214355,51,24.37864112854,111,0
"6341539",-106.2560823,37.8392179,"evaluation_excluded",17.5014381408691,41.4132270812988,25.8082504272461,14.726583480835,-6.53554153442383,52,48.8214149475098,115,0
"6341540",-105.232388,37.9410936,"testing",16.6305408477783,42.3451843261719,25.4669990539551,14.6887912750244,-4.95625019073486,68,53.4062232971191,168,0
"6341541",-104.5848671,37.3389499,"testing",16.8615417480469,43.5926856994629,30.4452495574951,20.5422496795654,0.454750061035156,62,57.8775634765625,161,0
"6341542",-106.1788927,39.1305537,"evaluation_excluded",15.8583965301514,42.1488418579102,20.7369995117188,10.6121253967285,2.32224988937378,58,21.9272975921631,149,0
"6344071",-104.5086695,39.9848652,"evaluation_excluded",16.2300834655762,39.4142112731934,31.6665000915527,18.69358253479,-1.02041661739349,64,54.4228820800781,143,0
"6341544",-104.4189177,38.0641056,"testing",18.1197509765625,41.6665687561035,34.3170013427734,23.4815425872803,0.306625038385391,50,56.611888885498,131,0
"6341545",-105.5210119,37.0988956,"testing",18.8668746948242,41.7069625854492,28.6580009460449,16.8472080230713,-5.45679187774658,51,52.8801689147949,117,0
"6341546",-106.00812,40.179928,"training",14.8444995880127,42.4077072143555,20.9947490692139,-0.345125049352646,2.39266681671143,57,11.3753719329834,157,0
"6341551",-72.5159969,41.7026037,"training",11.5743751525879,31.0354881286621,28.9937496185303,14.3256254196167,-0.834291756153107,103,5.98001575469971,286,0
"6341552",-72.1530946,41.417728,"training",10.5527334213257,30.5522594451904,27.3317451477051,1.77103185653687,17.9876537322998,118,8.45636940002441,288,0
"6341553",-72.4984279,41.2710807,"training",10.3061752319336,30.0755462646484,27.803596496582,2.0816547870636,21.0256595611572,117,7.78453207015991,286,0
"6341554",-72.1354049,41.7771877,"training",11.5110416412354,31.648738861084,27.1317501068115,5.34600019454956,17.2719573974609,118,6.70584058761597,301,0
"6341556",-73.2167392,41.5493443,"training",11.3623123168945,30.9705295562744,27.6299991607666,13.6610422134399,-1.5109167098999,113,7.63089466094971,311,0
"6341557",-73.5009399,41.5387127,"training",11.4379997253418,30.8911800384521,27.6555004119873,18.1435413360596,-2.82183337211609,116,9.31764030456543,321,0
"6341558",-73.5313225,41.3362789,"training",11.3033962249756,30.8498802185059,28.1630001068115,14.1147918701172,-2.05566668510437,118,8.89713096618652,320,0
"6341561",-72.5906625,41.5651229,"training",10.9069166183472,30.3450355529785,28.2172508239746,8.50524997711182,-0.690249979496002,112,6.1817479133606,294,0
"6341562",-72.8512329,41.5832977,"training",11.1842708587646,30.5957355499268,28.4262504577637,8.71333312988281,-0.845208287239075,110,6.50234699249268,300,0
"6341564",-72.9270422,41.7378788,"training",11.5649795532227,31.0606822967529,28.2810001373291,13.9368333816528,-1.38133323192596,108,6.56005716323853,298,0
"6341566",-72.9557559,41.8805267,"training",11.5599374771118,30.9901275634766,27.3600006103516,12.9929580688477,-2.37266683578491,111,6.73285531997681,303,0
"6341567",-75.6860679,39.5003037,"evaluation_excluded",11.022458076477,31.6569023132324,30.1840000152588,20.9905414581299,1.27075004577637,112,12.2701816558838,317,0
"6341568",-75.5873207,39.7518831,"evaluation_excluded",10.5665626525879,30.4905109405518,29.9962501525879,21.0438747406006,1.12450003623962,117,11.8598928451538,319,0
"6341569",-75.5366119,38.9594417,"evaluation_excluded",11.1871452331543,32.7938957214355,30.2919998168945,22.8761253356934,8.78979206085205,109,11.6419515609741,308,0
"6341570",-75.4652999,39.0287137,"evaluation_excluded",10.9238758087158,32.2063865661621,30.2771530151367,22.9950675964355,8.84806537628174,108,11.1669368743896,303,0
"6341571",-75.2899489,38.7480537,"testing",10.356840133667,31.5499992370605,29.7389602661133,22.9284839630127,14.5906057357788,108,9.29254627227783,290,0
"6341572",-75.6392639,39.3705837,"evaluation_excluded",10.9120206832886,31.9158267974854,30.1184997558594,22.7001247406006,1.76841676235199,109,11.8104019165039,308,0
"6341573",-75.4638509,38.7324037,"testing",10.8966865539551,32.5891990661621,30.0240001678467,22.8330001831055,8.95879173278809,109,10.2193813323975,299,0
"6341574",-87.4079434,30.9291812,"evaluation_excluded",12.6969785690308,43.3321762084961,32.7637519836426,26.5356674194336,14.9779167175293,188,19.428617477417,505,0
"6341575",-86.2758321,30.3755433,"testing",10.7878313064575,39.8160438537598,32.288890838623,26.9355373382568,16.2182540893555,201,26.5087890625,550,0
"6341576",-86.4809129,30.5193157,"testing",11.814995765686,41.6836814880371,32.4477157592773,26.7193737030029,15.6283845901489,194,23.8691329956055,532,0
"6341577",-85.1334541,30.5288404,"testing",12.9996042251587,44.4563903808594,33.0340003967285,26.7891254425049,15.7452077865601,179,24.3305320739746,478,0
"6341578",-85.2869789,30.3372497,"testing",12.8426876068115,44.4830055236816,32.8392486572266,26.7563743591309,15.805666923523,200,27.9147167205811,530,0
"6356004",-84.0413094,30.5950194,"evaluation_excluded",13.1880836486816,45.346363067627,32.8990020751953,26.6325416564941,15.7301664352417,179,25.8367958068848,484,0
"6341580",-85.3003555,29.7818335,"testing",9.65231513977051,38.8740081787109,31.671895980835,27.0177555084229,19.6789207458496,215,35.5469436645508,558,0
"6341581",-83.8569684,30.2734632,"evaluation_excluded",12.7988128662109,45.1242332458496,32.8612518310547,26.7611255645752,16.1958332061768,198,31.253101348877,537,0
"6341582",-83.3782062,29.6686989,"evaluation_excluded",12.8467864990234,46.3036003112793,33.0484046936035,26.9181289672852,17.1753997802734,231,45.738338470459,616,0
"6341583",-82.7337409,30.5026237,"evaluation_excluded",13.5550842285156,46.4175415039062,33.4857521057129,26.7141666412354,16.1186256408691,181,33.9599189758301,500,0
"6341584",-82.394802,29.1916199,"training",13.8698749542236,50.8990936279297,33.2664985656738,26.9232082366943,18.2395839691162,201,44.8665199279785,568,0
"6354767",-84.9762879,29.9877641,"testing",11.0289793014526,41.6529769897461,32.2002487182617,26.8371658325195,16.7106666564941,205,32.9129180908203,545,0
"6341586",-82.1186659,27.4438745,"training",12.5499582290649,52.8185729980469,33.2890014648438,27.4313335418701,17.9960823059082,208,61.3717384338379,584,0
"6341587",-81.3438119,29.8899427,"training",10.6175832748413,42.2985992431641,32.3465003967285,26.6935844421387,15.0834999084473,165,37.3973770141602,460,0
"6341588",-81.9062085,30.7202649,"training",12.033561706543,42.7738304138184,33.15625,26.9633750915527,16.5585422515869,180,35.5152435302734,493,0
"6341589",-82.3022052,28.3266818,"training",12.1884164810181,50.1472549438477,33.109001159668,27.4077091217041,19.8263339996338,201,50.6639175415039,559,0
"6341590",-81.8343049,29.8970697,"training",12.4896669387817,45.9728202819824,32.8985023498535,26.6717929840088,17.3223342895508,186,41.1064605712891,512,0
"6341591",-81.8605659,28.1788407,"training",12.3665838241577,50.7128524780273,33.1565017700195,27.2776679992676,19.7403335571289,189,51.2659225463867,549,0
"6341592",-81.9816829,28.5723877,"training",12.6394996643066,50.4721984863281,33.320499420166,27.2390003204346,19.4936256408691,182,47.7908821105957,536,0
"6341593",-81.4189503,27.3232866,"training",13.1322708129883,54.7029800415039,33.6175003051758,27.1736259460449,18.3060417175293,206,61.1642303466797,525,0
"6341594",-80.8712309,28.7481187,"training",11.0074100494385,46.8041076660156,32.3793830871582,26.9073448181152,16.9160232543945,182,45.8523025512695,531,0
"6341596",-82.1462286,27.6610372,"training",12.1019792556763,51.5960350036621,33.1147499084473,27.4343738555908,20.4337921142578,208,60.2288932800293,571,0
"6341597",-80.9676799,25.7510497,"training",10.5608329772949,53.5770111083984,32.9085006713867,27.7935829162598,19.5003757476807,241,66.1189117431641,556,0
"6341598",-80.3854635,26.9657323,"training",10.5671663284302,51.2074394226074,32.4982490539551,27.3746242523193,18.2875003814697,189,45.3481636047363,525,0
"6341599",-82.1623546,30.2531989,"training",12.8274784088135,45.5472755432129,33.2299995422363,26.7594585418701,16.8273754119873,198,41.6793556213379,531,0
"6341600",-86.7860494,30.7209289,"testing",11.9866876602173,42.015064239502,32.4857482910156,26.6160411834717,15.2467079162598,189,22.219669342041,515,0
"6341601",-86.1160696,30.7184797,"testing",12.6471252441406,43.4467277526855,32.6242485046387,26.4797916412354,15.1756248474121,186,22.7147254943848,513,0
"6341602",-85.2426415,30.5335474,"testing",12.8688335418701,44.1586799621582,32.8962516784668,26.6824169158936,15.582124710083,186,25.1955852508545,495,0
"6341603",-85.7419899,30.9498107,"testing",12.7150831222534,43.1432914733887,32.7705001831055,26.5653343200684,15.0637502670288,164,21.478931427002,445,0
"6341604",-83.6676053,30.2929508,"evaluation_excluded",13.0882711410522,45.9406814575195,33.0190010070801,26.763916015625,16.2527503967285,197,32.7535133361816,534,0
"6341605",-84.6639032,30.387698,"testing",12.4210624694824,43.7997550964355,32.7519989013672,26.7723751068115,15.9712495803833,195,27.0825691223145,521,0
"6341607",-81.9519897,30.5196049,"training",11.6902503967285,42.4286155700684,32.9029998779297,26.7230415344238,16.6955833435059,182,36.7613563537598,495,0
"6341608",-83.2158819,30.5193097,"evaluation_excluded",13.2690830230713,45.7456016540527,33.3400001525879,26.8462085723877,16.1154155731201,160,28.2737140655518,453,0
"6341609",-84.340943,29.9468226,"testing",11.1908807754517,41.9677848815918,32.4647789001465,26.9385738372803,16.8093299865723,209,33.6129417419434,562,0
"6341611",-81.8774959,29.5359317,"training",12.4894800186157,47.1550216674805,32.846752166748,26.6837501525879,17.8227920532227,180,42.2958221435547,518,0
"6341612",-81.1983453,29.4080424,"training",10.9158124923706,44.9279747009277,32.0699996948242,26.6183319091797,15.7601251602173,172,40.2937660217285,494,0
"6341613",-82.1719367,28.6471072,"training",12.5409173965454,50.215892791748,33.0917510986328,27.1474170684814,19.2817497253418,196,47.6626586914062,553,0
"6341614",-80.8980039,28.1011187,"training",11.6237497329712,49.7831764221191,32.7075004577637,27.0825424194336,17.7199573516846,170,48.1111755371094,485,0
"6341615",-81.5469756,28.6901383,"training",12.2240209579468,49.0510864257812,33.0579986572266,27.1217498779297,16.490083694458,180,48.142219543457,533,0
"6341616",-81.3372759,28.3225489,"training",11.8869161605835,50.1314430236816,33.2229995727539,27.4787902832031,17.6133327484131,182,54.2141456604004,542,0
"6341618",-81.4536353,27.7611546,"training",12.1766872406006,51.6070671081543,33.2239990234375,27.2964172363281,17.8522911071777,194,58.0136642456055,524,0
"6341620",-80.2292965,26.0856265,"training",8.90137481689453,49.7179336547852,32.4912490844727,27.906042098999,19.9565410614014,240,46.9223518371582,554,0
"6341622",-81.126711,26.5587549,"training",12.5585842132568,55.6224784851074,33.4330024719238,27.3107509613037,19.5006256103516,220,60.1900367736816,523,0
"6341624",-83.0674784,29.6862263,"evaluation_excluded",13.2654581069946,47.2462882995605,33.0844993591309,26.7957077026367,17.2019996643066,231,47.6856269836426,616,0
"6341625",-82.6352619,28.2764097,"training",11.4487705230713,48.265811920166,32.6982498168945,27.3573341369629,19.7617092132568,209,48.6032066345215,551,0
"6341628",-81.7610009,26.9459847,"training",12.4088754653931,54.1949157714844,33.3300018310547,27.4472923278809,18.8132076263428,219,64.6468734741211,572,0
"6341629",-81.6570333,25.9322682,"training",10.1953496932983,51.8951148986816,32.56591796875,27.6147308349609,18.958927154541,230,70.6963577270508,589,0
"6341630",-85.836483,30.53685,"testing",12.2708749771118,42.8429908752441,32.5929985046387,26.622875213623,15.5965414047241,195,25.1218776702881,530,0
"6341631",-85.0052085,30.3242578,"testing",12.1956672668457,43.6479263305664,32.6782493591309,26.6437072753906,16.1858329772949,208,30.1029891967773,550,0
"6341632",-82.119094,29.4553574,"training",12.9380836486816,48.6293563842773,32.9210014343262,26.7047500610352,17.9983329772949,180,42.5087623596191,528,0
"6341633",-82.5089729,28.0402277,"training",10.6844091415405,46.9986953735352,32.5805053710938,27.6093673706055,20.1951904296875,206,50.1491775512695,544,0
"6341634",-81.7191254,27.9007144,"training",12.4354581832886,51.7195892333984,33.4892501831055,27.5327911376953,17.736291885376,200,55.0530815124512,564,0
"6341635",-82.0333415,26.9297114,"training",11.5451068878174,52.0558700561523,33.3221282958984,27.7173767089844,18.9706382751465,209,65.0033950805664,577,0
"6341636",-80.9335333,25.1388716,"training",8.78016662597656,50.1265525817871,32.3339996337891,27.9419994354248,20.259334564209,205,63.7443809509277,484,0
"6341637",-86.455486,30.965694,"testing",12.7630834579468,43.3933982849121,32.5820007324219,26.3271675109863,14.7942914962769,175,20.0892181396484,483,0
"6341639",-82.2851269,29.1871917,"training",13.5262079238892,50.1993255615234,33.1237487792969,26.8163757324219,18.222541809082,185,42.8461837768555,543,0
"6341640",-82.334936,27.769929,"training",10.6525115966797,47.8403701782227,32.5982894897461,27.6715755462646,20.5169525146484,211,58.0107536315918,575,0
"6341641",-81.6004029,27.4972377,"training",12.9749584197998,53.971248626709,33.4097518920898,27.2262077331543,18.044750213623,202,60.0349273681641,517,0
"6341644",-80.4147339,25.618989,"training",9.40929412841797,52.0174598693848,32.3924827575684,27.6728496551514,20.0415210723877,247,60.6108551025391,581,0
"6341646",-81.5829559,24.597703,"evaluation_excluded",5.46255016326904,40.5937576293945,31.602409362793,27.7451801300049,22.7590370178223,152,48.3155822753906,393,0
"6341669",-81.4181496,31.3641465,"training",10.7972011566162,38.5776824951172,32.7212829589844,26.6502571105957,16.1668796539307,178,34.6355819702148,464,0
"6341670",-83.0293039,30.9276387,"evaluation_excluded",13.1671867370605,44.979118347168,33.2182502746582,26.5619163513184,15.5342082977295,158,31.7486763000488,438,0
"6341671",-82.3558447,31.9696201,"training",13.3613748550415,43.7844619750977,33.7254981994629,26.738166809082,19.5692501068115,142,26.5387954711914,390,0
"6341672",-84.5234609,30.8199147,"testing",13.044041633606,44.5079002380371,32.9230003356934,26.5997085571289,15.5617084503174,165,23.5305690765381,453,0
"6341674",-84.7198949,31.7456477,"evaluation_excluded",13.1880826950073,43.122974395752,33.1227493286133,11.0109167098999,19.1738338470459,142,23.8142528533936,358,0
"6341675",-83.4524425,32.3986852,"training",13.2096042633057,42.0283126831055,33.3527488708496,10.6821250915527,18.7506656646729,125,20.0225963592529,318,0
"6341676",-83.9907256,33.0058447,"training",13.5793752670288,42.3667030334473,32.8107490539551,9.39570808410645,17.7356243133545,139,20.347188949585,316,0
"6341677",-84.4948117,32.9365857,"training",13.497353553772,42.5039901733398,32.338249206543,9.41179180145264,17.56862449646,149,20.1075229644775,324,0
"6341678",-83.2572724,31.212031,"evaluation_excluded",12.8510417938232,43.7225494384766,33.0950012207031,26.5512504577637,15.1863746643066,142,25.6424427032471,391,0
"6341679",-82.4803579,33.7890197,"training",13.8539791107178,41.6079139709473,33.3009986877441,8.84320831298828,17.3347091674805,126,15.3327369689941,311,0
"6341680",-83.1735057,33.7540376,"training",12.9391040802002,39.9817848205566,32.572998046875,8.72833347320557,17.0268745422363,136,17.9708614349365,309,0
"6341681",-84.4058069,31.2906127,"evaluation_excluded",13.309645652771,44.100513458252,33.4832496643066,11.8762502670288,20.0549163818359,148,24.6236248016357,396,0
"6341682",-83.3156813,34.0324127,"training",12.8236665725708,39.4607734680176,32.2647514343262,8.26725006103516,16.6417503356934,141,15.2196369171143,316,0
"6341683",-84.7282157,34.566415,"training",12.9653749465942,39.1165466308594,31.7285003662109,6.96587514877319,20.6809577941895,156,15.9034471511841,322,0
"6341684",-84.7868559,34.0545254,"training",12.4821462631226,38.7052268981934,31.6457500457764,7.65316677093506,16.2453327178955,151,17.6246089935303,317,0
"6341685",-83.7887419,32.3776397,"training",13.1267709732056,41.8383140563965,33.1857490539551,10.6134586334229,18.6944580078125,124,21.4110927581787,321,0
"6341686",-83.5415723,34.4948364,"training",12.6638956069946,39.4793701171875,31.1180000305176,7.4227499961853,20.429500579834,158,13.0800247192383,344,0
"6341687",-83.0957341,33.5197045,"training",13.0580835342407,40.4500465393066,32.6297492980957,8.87212467193604,17.169750213623,133,19.4042854309082,319,0
"6341688",-84.2682799,32.1823297,"evaluation_excluded",13.2395000457764,42.4829750061035,32.8494987487793,10.4381666183472,18.5520000457764,127,23.0482559204102,339,0
"6341689",-81.637766,32.8829954,"training",13.6693124771118,43.0933303833008,33.6087493896484,26.3952083587646,13.862250328064,137,23.9669990539551,389,0
"6341690",-83.6478349,32.9464727,"training",13.3038959503174,41.7511405944824,33.1749992370605,9.98758316040039,18.1598339080811,132,19.5053482055664,308,0
"6341691",-85.2533567,33.5381995,"training",13.0729379653931,40.7783813476562,31.2822494506836,7.7975001335144,20.8027076721191,163,18.6450119018555,328,0
"6341692",-85.3463759,34.6689717,"training",12.5743131637573,38.6741256713867,30.443000793457,6.14225006103516,19.7642498016357,169,16.5254688262939,335,0
"6341693",-84.5636584,32.3152912,"evaluation_excluded",13.2832708358765,42.7131996154785,32.617000579834,10.1608753204346,18.3641242980957,139,22.8398838043213,339,0
"6341694",-85.0490155,34.3863104,"training",13.1482086181641,39.6278038024902,31.808500289917,7.208083152771,20.8456249237061,162,17.189474105835,318,0
"6341695",-84.0687099,34.7642707,"training",12.4673337936401,39.7371520996094,28.0335006713867,4.72695827484131,17.7927494049072,177,13.0455255508423,389,0
"6341696",-83.4074789,34.9172777,"training",13.157187461853,41.3478240966797,28.5060005187988,5.07133340835571,17.9567909240723,187,9.86156177520752,437,0
"6341697",-84.2188269,33.6307147,"training",12.0064582824707,37.9428901672363,31.9947490692139,8.69670867919922,17.117208480835,140,16.2298259735107,316,0
"6341698",-83.8122125,33.1053145,"training",13.376145362854,41.9016075134277,32.8837509155273,9.55566692352295,17.8191242218018,136,19.7663612365723,312,0
"6341699",-82.6759719,33.6477247,"training",13.2679376602173,40.9387397766113,32.7109985351562,8.91425037384033,17.1875839233398,129,16.5729026794434,312,0
"6341700",-82.8309704,33.0291229,"training",13.3257913589478,41.7756042480469,33.0994987487793,9.7971248626709,17.9653339385986,124,18.9134330749512,327,0
"6341701",-83.5781559,32.1468537,"training",13.0143537521362,42.0265235900879,33.3857498168945,11.0642919540405,19.0518741607666,125,22.3428840637207,338,0
"6341702",-82.9529801,32.1747043,"training",13.4738540649414,43.1805877685547,33.6327476501465,11.0628747940063,18.972749710083,120,21.3975868225098,339,0
"6341703",-82.3672037,32.88997,"training",13.5816040039062,42.5665512084961,33.5125007629395,26.3637084960938,18.5280418395996,121,19.5819072723389,340,0
"6341704",-83.5531469,31.9142657,"evaluation_excluded",12.794958114624,41.9592819213867,33.21875,11.2721242904663,19.1832504272461,127,23.1550140380859,349,0
"6341705",-81.6930981,32.6493901,"training",13.1750421524048,42.559513092041,33.5737495422363,26.5376663208008,14.3772506713867,138,24.2870845794678,394,0
"6341706",-83.80112,30.6653217,"evaluation_excluded",13.2184581756592,45.6261215209961,33.0167503356934,26.6355419158936,15.8084583282471,170,25.4694442749023,458,0
"6341707",-82.3713072,32.1084995,"training",13.3969373703003,43.537899017334,33.7207489013672,26.720832824707,19.429500579834,136,25.0003681182861,374,0
"6341708",-82.8023609,31.4577244,"training",13.7272281646729,45.0823211669922,33.7412490844727,26.720832824707,19.7739582061768,157,29.1699867248535,440,0
"6341709",-81.6271416,31.6168883,"training",11.9132709503174,41.0813102722168,33.1554985046387,26.8018741607666,15.743166923523,173,33.3121681213379,467,0
"6341710",-82.706828,30.6012759,"evaluation_excluded",13.5550842285156,46.4175415039062,33.4857521057129,26.7141666412354,16.1186256408691,181,33.9599189758301,500,0
"6341711",-81.671898,30.928942,"training",11.2472286224365,40.525074005127,32.7815017700195,26.6788749694824,16.4957504272461,174,33.8350524902344,475,0
"6341712",-82.7110995,30.8156483,"training",13.6418132781982,46.2453918457031,33.5275001525879,26.6207504272461,15.8197078704834,176,32.6351852416992,486,0
"6341713",-81.9385286,31.060394,"training",12.7311458587646,43.6147499084473,33.400749206543,26.8306255340576,16.199291229248,184,35.423957824707,502,0
"6341714",-81.2589304,31.7275586,"training",10.7047624588013,38.1663856506348,32.7145652770996,26.5805778503418,15.9330997467041,181,35.1446189880371,468,0
"6341715",-82.4003766,31.6994191,"training",13.5171251296997,44.3799209594727,33.7220001220703,26.7501659393311,19.6914577484131,150,28.6666011810303,413,0
"6341716",-82.0547405,32.4826257,"training",13.2086248397827,42.8423767089844,33.6162490844727,26.5988750457764,19.1619167327881,136,22.9387645721436,388,0
"6341717",-81.8440915,32.6387756,"training",13.2739162445068,42.7935485839844,33.5212478637695,26.4539165496826,14.2847499847412,136,23.2471790313721,386,0
"6341718",-83.3946338,31.911593,"training",12.7617082595825,41.9275817871094,33.3105010986328,11.367208480835,19.2579154968262,128,23.3447856903076,352,0
"6341720",-84.0168649,31.7538576,"evaluation_excluded",13.2550420761108,43.0900611877441,33.3442497253418,11.395583152771,19.4092502593994,139,24.5445003509521,360,0
"6341721",-84.6928996,31.9559887,"evaluation_excluded",13.3461036682129,43.3540306091309,32.9997482299805,10.6635417938232,18.8899574279785,140,24.0882453918457,350,0
"6341722",-84.4158115,32.8593849,"training",13.497353553772,42.5039901733398,32.338249206543,9.41179180145264,17.56862449646,149,20.1075229644775,324,0
"6346510",-83.119901,33.1701743,"training",13.4513330459595,41.6079597473145,33.013500213623,9.4129581451416,17.625207901001,130,18.7285537719727,316,0
"6341724",-82.553544,33.8799945,"training",13.4793539047241,40.9122352600098,32.9982490539551,8.68508338928223,17.1572074890137,128,15.5960664749146,303,0
"6341725",-83.7041676,33.6804525,"training",12.5818958282471,39.319652557373,32.1487503051758,8.46945858001709,16.814582824707,140,15.8894290924072,309,0
"6341726",-84.2837106,33.382002,"training",12.338978767395,38.9527931213379,31.9517498016357,8.68516635894775,17.0946254730225,142,17.1399574279785,321,0
"6341727",-85.253731,33.4037868,"training",13.1199588775635,41.1600074768066,31.3775005340576,8.0716667175293,20.9628753662109,163,19.2784786224365,327,0
"6341728",-83.8381378,34.1726911,"training",12.0031671524048,38.0992431640625,31.0592498779297,7.50595855712891,20.7602500915527,157,15.2266054153442,321,0
"6341729",-82.7559864,34.1982791,"training",13.1436672210693,40.1747360229492,32.4635009765625,8.25433349609375,16.6840419769287,134,14.6021776199341,304,0
"6341730",-83.1032176,34.3932407,"training",12.7423543930054,39.1614570617676,31.9599990844727,7.87520837783813,16.333625793457,146,13.2381381988525,328,0
"6341731",-84.5124264,34.906261,"evaluation_excluded",12.1085414886475,38.668758392334,28.3647499084473,4.82658338546753,18.1027908325195,174,13.7406187057495,383,0
"6341732",-85.497565,34.6117851,"training",12.8547086715698,39.2243690490723,30.7485008239746,6.3852915763855,19.9887504577637,168,17.1028022766113,328,0
"6341733",-85.424102,34.7223756,"training",12.5743131637573,38.6741256713867,30.443000793457,6.14225006103516,19.7642498016357,169,16.5254688262939,335,0
"6341734",-116.3974909,48.5817917,"training",12.0456876754761,35.322265625,26.7639999389648,-2.3390417098999,16.0340003967285,111,41.706470489502,121,0
"6341735",-116.6672685,47.7825805,"training",12.3966045379639,36.5900115966797,28.238000869751,-0.635999977588654,17.3724594116211,94,39.6794776916504,109,0
"6341736",-116.5560346,46.4532553,"evaluation_excluded",13.2520008087158,38.0656929016113,29.5009994506836,0.123041652143002,17.810791015625,68,28.2593288421631,104,0
